"","Mort_C","Strain","Insecticide"
"299",0.0904350172853816,"VK72014","Permethrin"
"300",0.109922557129202,"VK72014","Permethrin"
"301",0.0926946561474411,"VK72014","Permethrin"
"302",0.0333685220298327,"VK72014","Permethrin"
"303",0.0401858505727415,"VK72014","Permethrin"
"304",0.127693282729051,"VK72014","Permethrin"
"305",0.0429180006225587,"VK72014","Permethrin"
"306",0.0556642880258105,"VK72014","Permethrin"
"307",0.0680377846337097,"VK72014","Permethrin"
"308",0.0720198173472356,"VK72014","Permethrin"
"309",0.0303968059179599,"VK72014","Permethrin"
"310",0.0724131018997229,"VK72014","Permethrin"
"311",0.0756765368334807,"VK72014","Permethrin"
"312",0.0703210502495219,"VK72014","Permethrin"
"313",0.0974222051384972,"VK72014","Permethrin"
"314",0.110542603353077,"VK72014","Permethrin"
"315",0.0943529317314682,"VK72014","Permethrin"
"316",0.0332535803104477,"VK72014","Permethrin"
"317",0.0912474806533573,"VK72014","Permethrin"
"318",0.0787197859096495,"VK72014","Permethrin"
"319",0.0493623475775374,"VK72014","Permethrin"
"320",0.0539801909523216,"VK72014","Permethrin"
"321",0.0924701242485877,"VK72014","Permethrin"
"322",0.080970329942064,"VK72014","Permethrin"
"323",0.0914008945160723,"VK72014","Permethrin"
"324",0.0299774391134258,"VK72014","Permethrin"
"325",0.0931920922008346,"VK72014","Permethrin"
"326",0.0346719332610569,"VK72014","Permethrin"
"327",0.0803327773208547,"VK72014","Permethrin"
"328",0.106369374104419,"VK72014","Permethrin"
"329",0.0553104049509223,"VK72014","Permethrin"
"330",0.0906440153226136,"VK72014","Permethrin"
"331",0.100951451102622,"VK72014","Permethrin"
"332",0.082201918428305,"VK72014","Permethrin"
"333",0.0304986194927325,"VK72014","Permethrin"
"334",0.10845843302515,"VK72014","Permethrin"
"335",0.0302044646775429,"VK72014","Permethrin"
"336",0.0348215641953583,"VK72014","Permethrin"
"337",0.102420938402666,"VK72014","Permethrin"
"338",0.0431766796818471,"VK72014","Permethrin"
"339",0.0680806058465176,"VK72014","Permethrin"
"340",0.0444733219655463,"VK72014","Permethrin"
"341",0.0960441906187908,"VK72014","Permethrin"
"342",0.0704971816370777,"VK72014","Permethrin"
"343",0.030003480105053,"VK72014","Permethrin"
"344",0.0739887668736169,"VK72014","Permethrin"
"345",0.0894716203085722,"VK72014","Permethrin"
"346",0.0565593687653397,"VK72014","Permethrin"
"347",0.0627140592653837,"VK72014","Permethrin"
"348",0.0595840591478517,"VK72014","Permethrin"
"349",0.045960445156496,"VK72014","Permethrin"
"350",0.0657790274274417,"VK72014","Permethrin"
"351",0.071673506782737,"VK72014","Permethrin"
"352",0.0499524014827431,"VK72014","Permethrin"
"353",0.063107524591785,"VK72014","Permethrin"
"354",0.0221827613892191,"VK72014","Permethrin"
"355",0.0586879412420717,"VK72014","Permethrin"
"356",0.0571038196108045,"VK72014","Permethrin"
"357",0.113620610746532,"VK72014","Permethrin"
"358",0.070017519310201,"VK72014","Permethrin"
"359",0.0330246944048142,"VK72014","Permethrin"
"360",0.0814018211396852,"VK72014","Permethrin"
"361",0.065936313897881,"VK72014","Permethrin"
"362",0.0746945309399368,"VK72014","Permethrin"
"363",0.0646907563750387,"VK72014","Permethrin"
"364",0.0832551694118659,"VK72014","Permethrin"
"365",0.088963402194994,"VK72014","Permethrin"
"366",0.0909850745644177,"VK72014","Permethrin"
"367",0.0750610867877403,"VK72014","Permethrin"
"368",0.0367452276857587,"VK72014","Permethrin"
"369",0.0634267136717641,"VK72014","Permethrin"
"370",0.0840143253690916,"VK72014","Permethrin"
"371",0.0541550031216641,"VK72014","Permethrin"
"372",0.0464462215747893,"VK72014","Permethrin"
"373",0.10996176163336,"VK72014","Permethrin"
"374",0.0893168427967961,"VK72014","Permethrin"
"375",0.0217822091537098,"VK72014","Permethrin"
"376",0.036907055336503,"VK72014","Permethrin"
"377",0.0670210977499709,"VK72014","Permethrin"
"378",0.0750613831451168,"VK72014","Permethrin"
"379",0.106341709643547,"VK72014","Permethrin"
"380",0.0949347016146878,"VK72014","Permethrin"
"381",0.126125938340954,"VK72014","Permethrin"
"382",0.0822743470406135,"VK72014","Permethrin"
"383",0.0336479856269562,"VK72014","Permethrin"
"384",0.0356178335448556,"VK72014","Permethrin"
"385",0.0883126626581802,"VK72014","Permethrin"
"386",0.055725589107911,"VK72014","Permethrin"
"387",0.0807922407180859,"VK72014","Permethrin"
"388",0.0577807120193004,"VK72014","Permethrin"
"389",0.11362259234472,"VK72014","Permethrin"
"390",0.0792494363701063,"VK72014","Permethrin"
"391",0.0644193635955371,"VK72014","Permethrin"
"392",0.0780661161858129,"VK72014","Permethrin"
"393",0.0418141321524291,"VK72014","Permethrin"
"394",0.0547077186223224,"VK72014","Permethrin"
"395",0.0834031710976238,"VK72014","Permethrin"
"396",0.0685676472546147,"VK72014","Permethrin"
"397",0.042300916249818,"VK72014","Permethrin"
"398",0.0876975854057195,"VK72014","Permethrin"
"399",0.0721528206514927,"VK72014","Permethrin"
"400",0.0410844352066901,"VK72014","Permethrin"
"401",0.0772302989814197,"VK72014","Permethrin"
"402",0.0869568582417695,"VK72014","Permethrin"
"403",0.0713827799210037,"VK72014","Permethrin"
"404",0.0676478853803221,"VK72014","Permethrin"
"405",0.054292219837425,"VK72014","Permethrin"
"406",0.133008822288628,"VK72014","Permethrin"
"407",0.0803778767451333,"VK72014","Permethrin"
"408",0.0692557743052443,"VK72014","Permethrin"
"409",0.0612847536772007,"VK72014","Permethrin"
"410",0.0750091894515685,"VK72014","Permethrin"
"411",0.0640649901242506,"VK72014","Permethrin"
"412",0.65736162495735,"VK72014","Permethrin"
"413",0.0538021808357373,"VK72014","Permethrin"
"414",0.0904083626819182,"VK72014","Permethrin"
"415",0.0938241714026367,"VK72014","Permethrin"
"416",0.106499040154727,"VK72014","Permethrin"
"417",0.0721203880822664,"VK72014","Permethrin"
"418",0.0899879637784892,"VK72014","Permethrin"
"419",0.053128583814559,"VK72014","Permethrin"
"420",0.0809287843202826,"VK72014","Permethrin"
"421",0.104318299297644,"VK72014","Permethrin"
"422",0.0568826842550889,"VK72014","Permethrin"
"423",0.080844941793361,"VK72014","Permethrin"
"424",0.052807747155585,"VK72014","Permethrin"
"425",0.0397803100200699,"VK72014","Permethrin"
"426",0.0782276335223743,"VK72014","Permethrin"
"427",0.109692042251231,"VK72014","Permethrin"
"428",0.0310885715629707,"VK72014","Permethrin"
"429",0.0629975924899589,"VK72014","Permethrin"
"430",0.0809714599079389,"VK72014","Permethrin"
"431",0.110486262437506,"VK72014","Permethrin"
"432",0.0726469280965776,"VK72014","Permethrin"
"433",0.0689563348830755,"VK72014","Permethrin"
"434",0.105935050388498,"VK72014","Permethrin"
"435",0.0673368818188287,"VK72014","Permethrin"
"436",0.0552804891890079,"VK72014","Permethrin"
"437",0.0624658491864052,"VK72014","Permethrin"
"438",0.0775100125586664,"VK72014","Permethrin"
"439",0.0603006427606208,"VK72014","Permethrin"
"440",0.0670310963520762,"VK72014","Permethrin"
"441",0.0717205821073928,"VK72014","Permethrin"
"442",0.0196209572905463,"VK72014","Permethrin"
"443",0.0778225269994915,"VK72014","Permethrin"
"444",0.068339097725949,"VK72014","Permethrin"
"445",0.0691974044111755,"VK72014","Permethrin"
"446",0.0878003836744641,"VK72014","Permethrin"
"447",0.0421641472687176,"VK72014","Permethrin"
"448",0.0914428247306524,"VK72014","Permethrin"
"449",0.104263651824035,"VK72014","Permethrin"
"450",0.0765666093510528,"VK72014","Permethrin"
"451",0.0627067994096306,"VK72014","Permethrin"
